,cl_id,halo_mass,z_cl,redshift,stellar_mass,g_mag,r_mag
151,620662,341000000000000.0,0.2219,0.2382,21627185237.270245,19.843,19.092
152,620662,341000000000000.0,0.2219,0.2567,17298163592.150997,20.585,19.495
153,620662,341000000000000.0,0.2219,0.2181,28773984147.356667,20.242,19.049
154,620662,341000000000000.0,0.2219,0.2393,97723722095.58112,19.515,18.186
155,620662,341000000000000.0,0.2219,0.2567,20941124558.508915,20.134,19.198
156,620662,341000000000000.0,0.2219,0.2395,14421153515.24871,21.089,20.024
157,620662,341000000000000.0,0.2219,0.2224,89125093813.3744,19.768,18.474
158,620662,341000000000000.0,0.2219,0.1963,10939563662.72093,21.038,20.048
159,620662,341000000000000.0,0.2219,0.2249,16749428760.264381,20.979,19.693
160,620662,341000000000000.0,0.2219,0.1938,15205475297.32497,21.16,20.08
161,620662,341000000000000.0,0.2219,0.2247,19186687406.70287,20.523,19.444
162,620662,341000000000000.0,0.2219,0.2589,23604782331.805733,20.709,19.419
163,620662,341000000000000.0,0.2219,0.2174,19588446735.05989,21.473,20.254
164,950439,417000000000000.0,0.2028,0.1997,19453600816.226616,19.62,18.881
165,950439,417000000000000.0,0.2028,0.1952,13899526312.133554,20.516,19.404
166,950439,417000000000000.0,0.2028,0.1808,35892193464.500496,20.041,18.929
167,950439,417000000000000.0,0.2028,0.2045,46989410860.52161,19.623,18.463
168,950439,417000000000000.0,0.2028,0.1765,31477483141.01311,19.727,18.715
169,950439,417000000000000.0,0.2028,0.2308,34673685045.2531,20.017,19.224
170,950439,417000000000000.0,0.2028,0.1965,25468302525.850445,20.18,19.03
171,950439,417000000000000.0,0.2028,0.2031,18620871366.628654,20.374,19.274
172,950439,417000000000000.0,0.2028,0.2178,23604782331.805733,20.432,19.224
173,950439,417000000000000.0,0.2028,0.2505,30338911841.942657,20.201,19.097
174,950439,417000000000000.0,0.2028,0.1989,51168183554.03073,19.781,18.544
175,950439,417000000000000.0,0.2028,0.2034,15066070661.867449,20.965,19.756
176,950439,417000000000000.0,0.2028,0.1973,59292532457.99994,19.38,18.414
177,950439,417000000000000.0,0.2028,0.1909,32734069487.88386,20.148,18.949
178,950439,417000000000000.0,0.2028,0.1896,93972331056.46394,19.092,17.916
179,950439,417000000000000.0,0.2028,0.2162,18030177408.5957,20.722,19.472
180,950439,417000000000000.0,0.2028,0.2028,199986186963.27448,18.707,17.432
181,950439,417000000000000.0,0.2028,0.1999,2027682719521.284,16.607,15.372
182,950439,417000000000000.0,0.2028,0.2004,191866874067.02872,18.236,17.076
183,950439,417000000000000.0,0.2028,0.2054,65917389524.43226,19.732,18.47
184,950439,417000000000000.0,0.2028,0.2052,17823787674.480873,20.585,19.388
185,950439,417000000000000.0,0.2028,0.1985,75509222766.54341,19.397,18.184
186,950439,417000000000000.0,0.2028,0.246,138675582887.18866,19.327,18.342
187,950439,417000000000000.0,0.2028,0.1922,88715601203.79617,19.144,17.962
188,950439,417000000000000.0,0.2028,0.2025,41399967481.97313,19.83,18.679
189,950439,417000000000000.0,0.2028,0.2031,10641430182.243141,20.803,19.703
190,950439,417000000000000.0,0.2028,0.1945,35892193464.500496,19.95,18.758
191,950439,417000000000000.0,0.2028,0.2043,15452544395.38414,20.763,19.563
192,950439,417000000000000.0,0.2028,0.2008,62230028516.916016,19.7,18.483
193,950439,417000000000000.0,0.2028,0.199,12823305826.56023,21.051,19.83
194,950439,417000000000000.0,0.2028,0.2108,22438819237.82771,20.553,19.33
195,950439,417000000000000.0,0.2028,0.204,13835663789.71781,20.831,19.625
196,950439,417000000000000.0,0.2028,0.2018,12647363474.711523,20.841,19.698
197,950439,417000000000000.0,0.2028,0.2033,13995873225.726206,20.87,19.656
198,950439,417000000000000.0,0.2028,0.2077,10046157902.783966,20.89,19.817
199,950439,417000000000000.0,0.2028,0.2013,52844525177.518135,19.915,18.674
200,950439,417000000000000.0,0.2028,0.1981,73620709749.47375,19.397,18.206
201,950439,417000000000000.0,0.2028,0.2059,13645831365.889238,20.703,19.562
202,950439,417000000000000.0,0.2028,0.2277,15739828644.662165,20.707,19.695
203,950439,417000000000000.0,0.2028,0.1853,26915348039.26914,20.043,19.156
204,950439,417000000000000.0,0.2028,0.2039,15703628043.335514,20.669,19.523
205,950439,417000000000000.0,0.2028,0.1877,28707805820.24692,19.87,18.944
206,950439,417000000000000.0,0.2028,0.2502,48528850016.2121,19.53,18.627
207,950439,417000000000000.0,0.2028,0.2005,128528665994.36154,18.972,17.752
208,950439,417000000000000.0,0.2028,0.2315,18323144223.712112,20.643,19.401
209,950439,417000000000000.0,0.2028,0.2082,11297959146.727999,20.734,19.797
210,950439,417000000000000.0,0.2028,0.2357,108392691402.12039,19.927,18.486
211,950439,417000000000000.0,0.2028,0.1822,28840315031.266117,19.266,18.566
212,955103,392000000000000.0,0.2526,0.2572,61376200516.479454,20.299,18.925
213,955103,392000000000000.0,0.2526,0.2871,59020108017.18454,20.685,19.375
214,955103,392000000000000.0,0.2526,0.252,175792361395.86896,19.561,18.127
215,955103,392000000000000.0,0.2526,0.2787,14859356422.87009,21.059,19.96
216,955103,392000000000000.0,0.2526,0.2759,10351421666.793451,21.617,20.235
217,955103,392000000000000.0,0.2526,0.2792,13273944577.297375,21.596,20.251
218,955103,392000000000000.0,0.2526,0.2716,10185913880.54115,21.664,20.364
219,955103,392000000000000.0,0.2526,0.2466,16595869074.375631,21.117,19.847
220,955103,392000000000000.0,0.2526,0.2476,15170503674.593338,21.2,19.906
221,955103,392000000000000.0,0.2526,0.2791,10914403364.487572,20.849,19.966
222,955103,392000000000000.0,0.2526,0.2972,16255487557.50485,21.269,20.041
223,955103,392000000000000.0,0.2526,0.2682,103752841581.80127,19.972,18.53
224,955103,392000000000000.0,0.2526,0.2631,26607250597.98814,20.905,19.523
225,955103,392000000000000.0,0.2526,0.2616,41020410298.66064,20.025,19.019
226,955103,392000000000000.0,0.2526,0.2178,106659612123.0259,19.027,18.195
227,955103,392000000000000.0,0.2526,0.269,13772094688.939445,21.512,20.2
228,955103,392000000000000.0,0.2526,0.2793,10665961212.30259,20.797,19.914
229,955103,392000000000000.0,0.2526,0.2776,10789467222.298275,21.698,20.304
230,955103,392000000000000.0,0.2526,0.2399,24774220576.332863,20.813,19.588
231,955103,392000000000000.0,0.2526,0.264,43052661049.1711,20.425,19.138
232,955103,392000000000000.0,0.2526,0.2894,19543394557.753963,21.385,19.944
233,955103,392000000000000.0,0.2526,0.2685,60534087475.39136,20.315,18.904
234,955103,392000000000000.0,0.2526,0.2925,55847019473.68307,20.516,19.091
235,955103,392000000000000.0,0.2526,0.2576,1531087461682.032,17.82,16.355
236,955103,392000000000000.0,0.2526,0.2897,29174270140.011658,20.881,19.52
237,955103,392000000000000.0,0.2526,0.2388,21134890398.366432,20.285,19.482
238,955103,392000000000000.0,0.2526,0.2567,54575786109.127106,20.399,19.035
239,955103,392000000000000.0,0.2526,0.285,63826348619.054825,20.372,18.982
240,955103,392000000000000.0,0.2526,0.2693,31841975217.261253,20.891,19.478
241,955103,392000000000000.0,0.2526,0.3005,47533522594.28049,20.456,19.222
242,955103,392000000000000.0,0.2526,0.2439,84527884516.02892,19.831,18.683
243,955103,392000000000000.0,0.2526,0.27,32136605386.40315,20.906,19.5
244,955103,392000000000000.0,0.2526,0.2603,77446179780.25175,19.78,18.61
245,955103,392000000000000.0,0.2526,0.2658,24043628000.069347,19.731,18.982
246,955103,392000000000000.0,0.2526,0.2886,28444611074.4792,20.134,19.32
247,955103,392000000000000.0,0.2526,0.2765,16749428760.264381,21.376,20.041
248,955103,392000000000000.0,0.2526,0.2488,16255487557.50485,21.165,19.896
249,955103,392000000000000.0,0.2526,0.2456,32062693245.054672,20.664,19.337
250,955103,392000000000000.0,0.2526,0.225,16595869074.375631,19.511,18.906
251,955103,392000000000000.0,0.2526,0.297,72276980360.21703,20.084,18.946
252,955103,392000000000000.0,0.2526,0.2291,57543993733.71567,19.691,18.727
253,955103,392000000000000.0,0.2526,0.2258,177827941003.89227,19.268,17.958
254,955103,392000000000000.0,0.2526,0.3024,27989813196.343575,20.998,19.539
255,955103,392000000000000.0,0.2526,0.2776,15135612484.362072,21.409,20.099
256,955103,392000000000000.0,0.2526,0.2526,177827941003.89227,19.73,18.248
257,955103,392000000000000.0,0.2526,0.2716,52722986142.28222,20.53,19.146
258,955103,392000000000000.0,0.2526,0.2668,40457589169.7442,20.035,19.0
259,955103,392000000000000.0,0.2526,0.3021,10839269140.212038,20.605,19.852
260,955103,392000000000000.0,0.2526,0.2668,30408850256.76283,20.584,19.604
261,955103,392000000000000.0,0.2526,0.2584,57279603098.5828,20.395,19.068
262,955103,392000000000000.0,0.2526,0.2241,54575786109.127106,20.243,18.948
263,955103,392000000000000.0,0.2526,0.2337,160694125301.28757,19.488,18.171
264,958769,449000000000000.0,0.3534,0.3552,22029264630.53456,20.966,19.969
265,958769,449000000000000.0,0.3534,0.3557,11376272858.234287,22.38,20.8
266,958769,449000000000000.0,0.3534,0.3619,11297959146.727999,22.607,21.117
267,958769,449000000000000.0,0.3534,0.3657,26302679918.953815,21.742,20.343
268,958769,449000000000000.0,0.3534,0.3554,13583134465.871513,21.61,20.437
269,958769,449000000000000.0,0.3534,0.3778,39445730207.52785,21.881,20.239
270,958769,449000000000000.0,0.3534,0.3602,52722986142.28222,21.481,19.897
271,958769,449000000000000.0,0.3534,0.3867,20370420777.057148,22.239,20.627
272,958769,449000000000000.0,0.3534,0.3572,66221650370.176155,21.35,19.709
273,958769,449000000000000.0,0.3534,0.3542,110153930954.14145,20.586,19.266
274,958769,449000000000000.0,0.3534,0.3478,68391164728.14307,21.28,19.685
275,958769,449000000000000.0,0.3534,0.3465,12793813041.575226,22.211,20.765
276,958769,449000000000000.0,0.3534,0.3296,20653801558.10527,21.925,20.451
277,958769,449000000000000.0,0.3534,0.391,13995873225.726206,22.518,20.914
278,958769,449000000000000.0,0.3534,0.3231,25351286304.979073,21.772,20.257
279,958769,449000000000000.0,0.3534,0.3649,13121998990.192041,21.972,20.927
280,958769,449000000000000.0,0.3534,0.3667,58344510427.37447,21.402,19.73
281,958769,449000000000000.0,0.3534,0.3466,179060585403.52948,20.448,18.799
282,958769,449000000000000.0,0.3534,0.3679,138675582887.18866,20.912,19.181
283,958769,449000000000000.0,0.3534,0.3071,143879857825.58438,19.624,18.625
284,958769,449000000000000.0,0.3534,0.3724,28707805820.24692,22.064,20.413
285,958769,449000000000000.0,0.3534,0.3369,35075187395.2568,21.675,20.22
286,958769,449000000000000.0,0.3534,0.3678,85113803820.2376,21.316,19.627
287,958769,449000000000000.0,0.3534,0.3808,22080047330.18897,22.227,20.618
288,958769,449000000000000.0,0.3534,0.3988,37068072178.257675,22.229,20.852
289,958769,449000000000000.0,0.3534,0.375,45185594437.49217,21.782,20.083
290,958769,449000000000000.0,0.3534,0.3477,106905487922.26578,20.845,19.193
291,958769,449000000000000.0,0.3534,0.3145,13614446824.65951,22.185,20.82
292,958769,449000000000000.0,0.3534,0.3474,175792361395.86896,20.631,18.902
293,958769,449000000000000.0,0.3534,0.3489,89949758153.00365,20.943,19.305
294,958769,449000000000000.0,0.3534,0.3958,31405086938.762165,21.942,20.316
295,958769,449000000000000.0,0.3534,0.3792,28641779699.065857,21.566,20.219
296,958769,449000000000000.0,0.3534,0.3527,39719154946.94405,21.915,20.219
297,958769,449000000000000.0,0.3534,0.3529,52360043658.57495,21.368,19.889
298,958769,449000000000000.0,0.3534,0.3534,208449088309.72928,20.381,18.685
299,958769,449000000000000.0,0.3534,0.3518,1798870915128.791,18.641,16.896
300,958769,449000000000000.0,0.3534,0.4069,21577444091.526646,22.324,20.621
301,958769,449000000000000.0,0.3534,0.3893,14157937799.570808,22.412,20.78
302,958769,449000000000000.0,0.3534,0.3559,44055486350.65534,20.503,19.44
303,958769,449000000000000.0,0.3534,0.38,12502590302.177189,22.525,20.833
304,958769,449000000000000.0,0.3534,0.3676,42657951880.15934,21.706,20.012
305,958769,449000000000000.0,0.3534,0.3957,13835663789.71781,22.62,21.023
306,958769,449000000000000.0,0.3534,0.3841,10939563662.72093,21.423,20.431
307,958769,449000000000000.0,0.3534,0.3923,11534532578.210907,22.627,21.061
308,958769,449000000000000.0,0.3534,0.3231,65765783735.54199,20.961,19.694
309,958769,449000000000000.0,0.3534,0.3572,17418068733.916126,22.161,20.643
310,958769,449000000000000.0,0.3534,0.3466,95719407129.48442,20.994,19.363
311,958769,449000000000000.0,0.3534,0.3964,10046157902.783966,22.135,20.843
312,958769,449000000000000.0,0.3534,0.3453,35563131856.898544,21.276,19.994
313,970675,279999999999999.97,0.1448,0.165,100230523807.78984,18.284,17.339
314,970675,279999999999999.97,0.1448,0.184,13677288255.958467,19.981,18.858
315,970675,279999999999999.97,0.1448,0.1629,13001695780.332926,19.706,18.718
316,970675,279999999999999.97,0.1448,0.1324,13396766874.25937,19.642,18.693
317,970675,279999999999999.97,0.1448,0.1516,11428783347.897713,19.964,18.96
318,970675,279999999999999.97,0.1448,0.1316,68233869414.1669,17.979,17.327
319,970675,279999999999999.97,0.1448,0.1456,61094202490.557144,18.689,17.635
320,970675,279999999999999.97,0.1448,0.1621,15205475297.32497,18.82,18.204
321,970675,279999999999999.97,0.1448,0.1445,16106456351.782732,19.775,18.75
322,970675,279999999999999.97,0.1448,0.1299,11939881044.64273,19.785,18.854
323,970675,279999999999999.97,0.1448,0.1763,10092528860.766834,19.912,18.922
324,970675,279999999999999.97,0.1448,0.1441,85113803820.2376,18.408,17.363
325,970675,279999999999999.97,0.1448,0.105,22594357702.209736,18.487,17.942
326,970675,279999999999999.97,0.1448,0.1589,21777097723.531548,19.612,18.56
327,970675,279999999999999.97,0.1448,0.1394,16595869074.375631,19.658,18.659
328,970675,279999999999999.97,0.1448,0.1454,48640720569.14609,18.804,17.757
329,970675,279999999999999.97,0.1448,0.149,20892961308.54041,19.425,18.401
330,970675,279999999999999.97,0.1448,0.1448,187499450806.74173,17.704,16.633
331,970675,279999999999999.97,0.1448,0.154,13803842646.028866,19.716,18.752
332,970675,279999999999999.97,0.1448,0.1471,18197008586.099827,19.538,18.53
333,970675,279999999999999.97,0.1448,0.1464,15066070661.867449,19.704,18.738
334,970675,279999999999999.97,0.1448,0.1252,21478304741.305374,19.359,18.395
335,970675,279999999999999.97,0.1448,0.1495,13963683610.559362,19.668,18.684
336,970675,279999999999999.97,0.1448,0.1427,163305194789.43314,17.915,16.843
337,970675,279999999999999.97,0.1448,0.1463,54450265284.2422,18.671,17.65
338,970675,279999999999999.97,0.1448,0.1442,96827785626.12506,18.33,17.252
339,970675,279999999999999.97,0.1448,0.1482,26607250597.98814,19.365,18.317
340,970675,279999999999999.97,0.1448,0.1488,107398941234.12462,18.305,17.216
341,970675,279999999999999.97,0.1448,0.153,10715193052.376049,19.651,18.772
342,970675,279999999999999.97,0.1448,0.1254,36812897364.253204,18.535,17.786
343,970675,279999999999999.97,0.1448,0.1428,18578044550.91699,19.67,18.643
344,970675,279999999999999.97,0.1448,0.1627,12560299636.948753,20.027,18.991
345,970675,279999999999999.97,0.1448,0.1256,26424087573.2195,19.046,18.108
346,970675,279999999999999.97,0.1448,0.1743,10665961212.30259,20.187,19.146
347,970675,279999999999999.97,0.1448,0.1622,11967405313.072418,20.054,19.018
348,970675,279999999999999.97,0.1448,0.1563,11376272858.234287,20.13,19.084
349,970675,279999999999999.97,0.1448,0.1339,47533522594.28049,18.464,17.688
350,970675,279999999999999.97,0.1448,0.1881,14757065332.75896,19.979,18.827
351,970675,279999999999999.97,0.1448,0.1459,33884415613.920204,19.086,18.058
352,970675,279999999999999.97,0.1448,0.1471,690239803840.2427,16.575,15.505
353,970675,279999999999999.97,0.1448,0.1471,59703528658.38366,18.655,17.623
354,970675,279999999999999.97,0.1448,0.1501,19543394557.753963,19.332,18.382
355,970675,279999999999999.97,0.1448,0.148,20844908830.97293,19.358,18.418
356,970675,279999999999999.97,0.1448,0.1483,25941793621.18812,19.203,18.211
357,970675,279999999999999.97,0.1448,0.1506,29922646366.08195,19.266,18.218
